,obs,tot_t,stage,is_done,obs_next,reward,action,blockID,trialID,t,transition,randomplanet,rewardplanet,highstate,p_ambiguity,p_trans,p_reward_high,p_reward_low
225,2.0,226,1,False,2.0,1.0,1,1,226,0,[1 2],,[1. 0.],1,0.0,[1. 1.],0.6,0.4
226,2.0,227,1,False,2.0,0.0,1,1,227,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
227,2.0,228,1,False,2.0,1.0,1,1,228,0,[1 2],,[0. 0.],1,0.0,[1. 1.],0.6,0.4
228,2.0,229,1,False,2.0,0.0,1,1,229,0,[1 2],,[1. 1.],1,0.0,[1. 1.],0.6,0.4
229,2.0,230,1,False,1.0,1.0,0,1,230,0,[1 2],,[0. 0.],1,0.0,[1. 1.],0.6,0.4
230,1.0,231,1,False,1.0,0.0,0,1,231,0,[1 2],,[0. 0.],1,0.0,[1. 1.],0.6,0.4
231,1.0,232,1,False,2.0,0.0,1,1,232,0,[1 2],,[0. 0.],1,0.0,[1. 1.],0.6,0.4
232,2.0,233,1,False,1.0,0.0,0,1,233,0,[1 2],,[1. 0.],1,0.0,[1. 1.],0.6,0.4
233,1.0,234,1,False,2.0,0.0,1,1,234,0,[1 2],,[1. 1.],1,0.0,[1. 1.],0.6,0.4
234,2.0,235,1,False,1.0,1.0,0,1,235,0,[1 2],,[1. 1.],1,0.0,[1. 1.],0.6,0.4
235,1.0,236,1,False,1.0,1.0,0,1,236,0,[1 2],,[0. 0.],0,0.0,[1. 1.],0.6,0.4
236,1.0,237,1,False,1.0,0.0,0,1,237,0,[1 2],,[1. 1.],0,0.0,[1. 1.],0.6,0.4
237,1.0,238,1,False,1.0,1.0,0,1,238,0,[1 2],,[0. 0.],0,0.0,[1. 1.],0.6,0.4
238,1.0,239,1,False,1.0,0.0,0,1,239,0,[1 2],,[0. 0.],0,0.0,[1. 1.],0.6,0.4
239,1.0,240,1,False,1.0,0.0,0,1,240,0,[1 2],,[1. 1.],0,0.0,[1. 1.],0.6,0.4
240,1.0,241,1,False,2.0,1.0,1,1,241,0,[1 2],,[1. 0.],0,0.0,[1. 1.],0.6,0.4
241,2.0,242,1,False,2.0,0.0,1,1,242,0,[1 2],,[1. 0.],0,0.0,[1. 1.],0.6,0.4
242,2.0,243,1,False,1.0,1.0,0,1,243,0,[1 2],,[1. 0.],0,0.0,[1. 1.],0.6,0.4
243,1.0,244,1,False,1.0,1.0,0,1,244,0,[1 2],,[1. 0.],0,0.0,[1. 1.],0.6,0.4
244,1.0,245,1,False,1.0,1.0,0,1,245,0,[1 2],,[0. 0.],1,0.0,[1. 1.],0.6,0.4
245,1.0,246,1,False,1.0,0.0,0,1,246,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
246,1.0,247,1,False,1.0,0.0,0,1,247,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
247,1.0,248,1,False,1.0,0.0,0,1,248,0,[1 2],,[0. 0.],1,0.0,[1. 1.],0.6,0.4
248,1.0,249,1,False,2.0,0.0,1,1,249,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
249,2.0,250,1,False,1.0,0.0,0,1,250,0,[1 2],,[1. 0.],1,0.0,[1. 1.],0.6,0.4
250,1.0,251,1,False,2.0,0.0,1,1,251,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
251,2.0,252,1,False,1.0,0.0,0,1,252,0,[1 2],,[0. 0.],1,0.0,[1. 1.],0.6,0.4
252,1.0,253,1,False,2.0,0.0,1,1,253,0,[1 2],,[1. 0.],1,0.0,[1. 1.],0.6,0.4
253,2.0,254,1,False,1.0,1.0,0,1,254,0,[1 2],,[1. 1.],1,0.0,[1. 1.],0.6,0.4
254,1.0,255,1,False,1.0,1.0,0,1,255,0,[1 2],,[1. 0.],1,0.0,[1. 1.],0.6,0.4
255,1.0,256,1,False,1.0,1.0,0,1,256,0,[1 2],,[1. 1.],1,0.0,[1. 1.],0.6,0.4
256,1.0,257,1,False,1.0,1.0,0,1,257,0,[1 2],,[1. 1.],1,0.0,[1. 1.],0.6,0.4
257,1.0,258,1,False,1.0,1.0,0,1,258,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
258,1.0,259,1,False,1.0,0.0,0,1,259,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
259,1.0,260,1,False,1.0,0.0,0,1,260,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
260,1.0,261,1,False,1.0,0.0,0,1,261,0,[1 2],,[0. 0.],1,0.0,[1. 1.],0.6,0.4
261,1.0,262,1,False,2.0,0.0,1,1,262,0,[1 2],,[1. 0.],1,0.0,[1. 1.],0.6,0.4
262,2.0,263,1,False,1.0,1.0,0,1,263,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
263,1.0,264,1,False,1.0,0.0,0,1,264,0,[1 2],,[0. 0.],1,0.0,[1. 1.],0.6,0.4
264,1.0,265,1,False,1.0,0.0,0,1,265,0,[1 2],,[1. 1.],1,0.0,[1. 1.],0.6,0.4
265,1.0,266,1,False,2.0,1.0,1,1,266,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
266,2.0,267,1,False,2.0,1.0,1,1,267,0,[1 2],,[0. 0.],1,0.0,[1. 1.],0.6,0.4
267,2.0,268,1,False,2.0,0.0,1,1,268,0,[1 2],,[1. 0.],1,0.0,[1. 1.],0.6,0.4
268,2.0,269,1,False,2.0,0.0,1,1,269,0,[1 2],,[1. 0.],1,0.0,[1. 1.],0.6,0.4
269,2.0,270,1,False,1.0,1.0,0,1,270,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
270,1.0,271,1,False,1.0,0.0,0,1,271,0,[1 2],,[1. 1.],1,0.0,[1. 1.],0.6,0.4
271,1.0,272,1,False,2.0,1.0,1,1,272,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
272,2.0,273,1,False,2.0,1.0,1,1,273,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
273,2.0,274,1,False,2.0,1.0,1,1,274,0,[1 2],,[0. 0.],1,0.0,[1. 1.],0.6,0.4
274,2.0,275,1,False,2.0,0.0,1,1,275,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
275,2.0,276,1,False,2.0,1.0,1,1,276,0,[1 2],,[1. 1.],1,0.0,[1. 1.],0.6,0.4
276,2.0,277,1,False,2.0,1.0,1,1,277,0,[1 2],,[0. 0.],1,0.0,[1. 1.],0.6,0.4
277,2.0,278,1,False,2.0,0.0,1,1,278,0,[1 2],,[0. 0.],1,0.0,[1. 1.],0.6,0.4
278,2.0,279,1,False,2.0,0.0,1,1,279,0,[1 2],,[1. 1.],1,0.0,[1. 1.],0.6,0.4
279,2.0,280,1,False,2.0,1.0,1,1,280,0,[1 2],,[0. 0.],1,0.0,[1. 1.],0.6,0.4
280,2.0,281,1,False,2.0,0.0,1,1,281,0,[1 2],,[0. 0.],1,0.0,[1. 1.],0.6,0.4
281,2.0,282,1,False,2.0,0.0,1,1,282,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
282,2.0,283,1,False,1.0,0.0,0,1,283,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
283,1.0,284,1,False,2.0,1.0,1,1,284,0,[1 2],,[1. 1.],1,0.0,[1. 1.],0.6,0.4
284,2.0,285,1,False,2.0,1.0,1,1,285,0,[1 2],,[0. 0.],1,0.0,[1. 1.],0.6,0.4
285,2.0,286,1,False,2.0,0.0,1,1,286,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
286,2.0,287,1,False,2.0,1.0,1,1,287,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
287,2.0,288,1,False,2.0,1.0,1,1,288,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
288,2.0,289,1,False,2.0,1.0,1,1,289,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
289,2.0,290,1,False,2.0,1.0,1,1,290,0,[1 2],,[0. 0.],1,0.0,[1. 1.],0.6,0.4
290,2.0,291,1,False,2.0,0.0,1,1,291,0,[1 2],,[1. 0.],1,0.0,[1. 1.],0.6,0.4
291,2.0,292,1,False,2.0,0.0,1,1,292,0,[1 2],,[1. 1.],1,0.0,[1. 1.],0.6,0.4
292,2.0,293,1,False,2.0,1.0,1,1,293,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
293,2.0,294,1,False,2.0,1.0,1,1,294,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
294,2.0,295,1,False,2.0,1.0,1,1,295,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
295,2.0,296,1,False,2.0,1.0,1,1,296,0,[1 2],,[1. 1.],1,0.0,[1. 1.],0.6,0.4
296,2.0,297,1,False,2.0,1.0,1,1,297,0,[1 2],,[0. 1.],1,0.0,[1. 1.],0.6,0.4
297,2.0,298,1,False,2.0,1.0,1,1,298,0,[1 2],,[1. 0.],1,0.0,[1. 1.],0.6,0.4
298,2.0,299,1,False,2.0,0.0,1,1,299,0,[1 2],,[1. 0.],1,0.0,[1. 1.],0.6,0.4
299,2.0,300,1,True,2.0,0.0,1,1,300,0,[1 2],,[1. 1.],1,0.0,[1. 1.],0.6,0.4
0,2.0,1,1,False,2.0,0.0,0,1,1,0,[2 1],,[1. 0.],0,0.0,[0. 0.],0.6,0.4
1,2.0,2,1,False,1.0,1.0,1,1,2,0,[2 1],,[0. 1.],0,0.0,[0. 0.],0.6,0.4
2,1.0,3,1,False,1.0,0.0,1,1,3,0,[2 1],,[1. 0.],0,0.0,[0. 0.],0.6,0.4
3,1.0,4,1,False,1.0,1.0,1,1,4,0,[2 1],,[0. 1.],0,0.0,[0. 0.],0.6,0.4
4,1.0,5,1,False,1.0,0.0,1,1,5,0,[2 1],,[1. 0.],0,0.0,[0. 0.],0.6,0.4
5,1.0,6,1,False,1.0,1.0,1,1,6,0,[2 1],,[1. 1.],0,0.0,[0. 0.],0.6,0.4
6,1.0,7,1,False,1.0,1.0,1,1,7,0,[2 1],,[1. 0.],0,0.0,[0. 0.],0.6,0.4
7,1.0,8,1,False,1.0,1.0,1,1,8,0,[2 1],,[1. 0.],0,0.0,[0. 0.],0.6,0.4
8,1.0,9,1,False,1.0,1.0,1,1,9,0,[2 1],,[1. 0.],0,0.0,[0. 0.],0.6,0.4
9,1.0,10,1,False,1.0,1.0,1,1,10,0,[2 1],,[1. 0.],0,0.0,[0. 0.],0.6,0.4
10,1.0,11,1,False,1.0,1.0,1,1,11,0,[2 1],,[1. 1.],0,0.0,[0. 0.],0.6,0.4
11,1.0,12,1,False,1.0,1.0,1,1,12,0,[2 1],,[0. 1.],0,0.0,[0. 0.],0.6,0.4
12,1.0,13,1,False,1.0,0.0,1,1,13,0,[2 1],,[0. 0.],0,0.0,[0. 0.],0.6,0.4
13,1.0,14,1,False,1.0,0.0,1,1,14,0,[2 1],,[1. 1.],0,0.0,[0. 0.],0.6,0.4
14,1.0,15,1,False,1.0,1.0,1,1,15,0,[2 1],,[1. 0.],1,0.0,[0. 0.],0.6,0.4
15,1.0,16,1,False,1.0,1.0,1,1,16,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
16,1.0,17,1,False,1.0,1.0,1,1,17,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
17,1.0,18,1,False,1.0,0.0,1,1,18,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
18,1.0,19,1,False,1.0,1.0,1,1,19,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
19,1.0,20,1,False,1.0,0.0,1,1,20,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
20,1.0,21,1,False,1.0,0.0,1,1,21,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
21,1.0,22,1,False,1.0,0.0,1,1,22,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
22,1.0,23,1,False,2.0,1.0,0,1,23,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
23,2.0,24,1,False,2.0,0.0,0,1,24,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
24,2.0,25,1,False,1.0,0.0,1,1,25,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
25,1.0,26,1,False,2.0,1.0,0,1,26,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
26,2.0,27,1,False,2.0,1.0,0,1,27,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
27,2.0,28,1,False,2.0,0.0,0,1,28,0,[2 1],,[1. 0.],1,0.0,[0. 0.],0.6,0.4
28,2.0,29,1,False,2.0,0.0,0,1,29,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
29,2.0,30,1,False,2.0,1.0,0,1,30,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
30,2.0,31,1,False,2.0,1.0,0,1,31,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
31,2.0,32,1,False,2.0,1.0,0,1,32,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
32,2.0,33,1,False,2.0,1.0,0,1,33,0,[2 1],,[1. 0.],1,0.0,[0. 0.],0.6,0.4
33,2.0,34,1,False,2.0,0.0,0,1,34,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
34,2.0,35,1,False,2.0,1.0,0,1,35,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
35,2.0,36,1,False,2.0,1.0,0,1,36,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
36,2.0,37,1,False,2.0,0.0,0,1,37,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
37,2.0,38,1,False,2.0,1.0,0,1,38,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
38,2.0,39,1,False,2.0,0.0,0,1,39,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
39,2.0,40,1,False,2.0,1.0,0,1,40,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
40,2.0,41,1,False,2.0,0.0,0,1,41,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
41,2.0,42,1,False,2.0,1.0,0,1,42,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
42,2.0,43,1,False,2.0,0.0,0,1,43,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
43,2.0,44,1,False,2.0,1.0,0,1,44,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
44,2.0,45,1,False,2.0,1.0,0,1,45,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
45,2.0,46,1,False,2.0,1.0,0,1,46,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
46,2.0,47,1,False,2.0,1.0,0,1,47,0,[2 1],,[1. 0.],1,0.0,[0. 0.],0.6,0.4
47,2.0,48,1,False,2.0,0.0,0,1,48,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
48,2.0,49,1,False,2.0,1.0,0,1,49,0,[2 1],,[1. 0.],1,0.0,[0. 0.],0.6,0.4
49,2.0,50,1,False,2.0,0.0,0,1,50,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
50,2.0,51,1,False,2.0,1.0,0,1,51,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
51,2.0,52,1,False,2.0,1.0,0,1,52,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
52,2.0,53,1,False,2.0,0.0,0,1,53,0,[2 1],,[1. 0.],1,0.0,[0. 0.],0.6,0.4
53,2.0,54,1,False,2.0,0.0,0,1,54,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
54,2.0,55,1,False,1.0,1.0,1,1,55,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
55,1.0,56,1,False,1.0,0.0,1,1,56,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
56,1.0,57,1,False,1.0,1.0,1,1,57,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
57,1.0,58,1,False,1.0,0.0,1,1,58,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
58,1.0,59,1,False,1.0,1.0,1,1,59,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
59,1.0,60,1,False,1.0,0.0,1,1,60,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
60,1.0,61,1,False,1.0,0.0,1,1,61,0,[2 1],,[0. 0.],0,0.0,[0. 0.],0.6,0.4
61,1.0,62,1,False,2.0,0.0,0,1,62,0,[2 1],,[0. 1.],0,0.0,[0. 0.],0.6,0.4
62,2.0,63,1,False,1.0,0.0,1,1,63,0,[2 1],,[1. 1.],0,0.0,[0. 0.],0.6,0.4
63,1.0,64,1,False,2.0,1.0,0,1,64,0,[2 1],,[1. 0.],0,0.0,[0. 0.],0.6,0.4
64,2.0,65,1,False,2.0,0.0,0,1,65,0,[2 1],,[1. 0.],0,0.0,[0. 0.],0.6,0.4
65,2.0,66,1,False,2.0,0.0,0,1,66,0,[2 1],,[0. 0.],0,0.0,[0. 0.],0.6,0.4
66,2.0,67,1,False,1.0,0.0,1,1,67,0,[2 1],,[0. 0.],0,0.0,[0. 0.],0.6,0.4
67,1.0,68,1,False,2.0,0.0,0,1,68,0,[2 1],,[0. 1.],0,0.0,[0. 0.],0.6,0.4
68,2.0,69,1,False,1.0,0.0,1,1,69,0,[2 1],,[1. 0.],0,0.0,[0. 0.],0.6,0.4
69,1.0,70,1,False,2.0,0.0,0,1,70,0,[2 1],,[0. 0.],0,0.0,[0. 0.],0.6,0.4
70,2.0,71,1,False,2.0,0.0,0,1,71,0,[2 1],,[1. 0.],0,0.0,[0. 0.],0.6,0.4
71,2.0,72,1,False,1.0,1.0,1,1,72,0,[2 1],,[1. 0.],0,0.0,[0. 0.],0.6,0.4
72,1.0,73,1,False,1.0,1.0,1,1,73,0,[2 1],,[1. 0.],0,0.0,[0. 0.],0.6,0.4
73,1.0,74,1,False,1.0,1.0,1,1,74,0,[2 1],,[1. 1.],0,0.0,[0. 0.],0.6,0.4
74,1.0,75,1,False,1.0,1.0,1,1,75,0,[2 1],,[0. 0.],0,0.0,[0. 0.],0.6,0.4
75,1.0,76,1,False,1.0,0.0,1,1,76,0,[2 1],,[0. 0.],0,0.0,[0. 0.],0.6,0.4
76,1.0,77,1,False,1.0,0.0,1,1,77,0,[2 1],,[1. 0.],0,0.0,[0. 0.],0.6,0.4
77,1.0,78,1,False,1.0,1.0,1,1,78,0,[2 1],,[1. 0.],0,0.0,[0. 0.],0.6,0.4
78,1.0,79,1,False,1.0,1.0,1,1,79,0,[2 1],,[1. 1.],0,0.0,[0. 0.],0.6,0.4
79,1.0,80,1,False,1.0,1.0,1,1,80,0,[2 1],,[0. 1.],0,0.0,[0. 0.],0.6,0.4
80,1.0,81,1,False,1.0,0.0,1,1,81,0,[2 1],,[1. 0.],0,0.0,[0. 0.],0.6,0.4
81,1.0,82,1,False,1.0,1.0,1,1,82,0,[2 1],,[1. 0.],0,0.0,[0. 0.],0.6,0.4
82,1.0,83,1,False,1.0,1.0,1,1,83,0,[2 1],,[1. 1.],0,0.0,[0. 0.],0.6,0.4
83,1.0,84,1,False,1.0,1.0,1,1,84,0,[2 1],,[1. 0.],0,0.0,[0. 0.],0.6,0.4
84,1.0,85,1,False,1.0,1.0,1,1,85,0,[2 1],,[1. 1.],0,0.0,[0. 0.],0.6,0.4
85,1.0,86,1,False,1.0,1.0,1,1,86,0,[2 1],,[1. 0.],0,0.0,[0. 0.],0.6,0.4
86,1.0,87,1,False,1.0,1.0,1,1,87,0,[2 1],,[0. 1.],0,0.0,[0. 0.],0.6,0.4
87,1.0,88,1,False,1.0,0.0,1,1,88,0,[2 1],,[1. 1.],0,0.0,[0. 0.],0.6,0.4
88,1.0,89,1,False,1.0,1.0,1,1,89,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
89,1.0,90,1,False,1.0,1.0,1,1,90,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
90,1.0,91,1,False,1.0,1.0,1,1,91,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
91,1.0,92,1,False,1.0,0.0,1,1,92,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
92,1.0,93,1,False,1.0,1.0,1,1,93,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
93,1.0,94,1,False,1.0,0.0,1,1,94,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
94,1.0,95,1,False,1.0,0.0,1,1,95,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
95,1.0,96,1,False,1.0,1.0,1,1,96,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
96,1.0,97,1,False,1.0,0.0,1,1,97,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
97,1.0,98,1,False,1.0,0.0,1,1,98,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
98,1.0,99,1,False,2.0,1.0,0,1,99,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
99,2.0,100,1,False,2.0,1.0,0,1,100,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
100,2.0,101,1,False,2.0,1.0,0,1,101,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
101,2.0,102,1,False,2.0,0.0,0,1,102,0,[2 1],,[1. 0.],1,0.0,[0. 0.],0.6,0.4
102,2.0,103,1,False,2.0,0.0,0,1,103,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
103,2.0,104,1,False,2.0,0.0,0,1,104,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
104,2.0,105,1,False,1.0,0.0,1,1,105,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
105,1.0,106,1,False,2.0,1.0,0,1,106,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
106,2.0,107,1,False,2.0,1.0,0,1,107,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
107,2.0,108,1,False,2.0,0.0,0,1,108,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
108,2.0,109,1,False,2.0,1.0,0,1,109,0,[2 1],,[1. 0.],1,0.0,[0. 0.],0.6,0.4
109,2.0,110,1,False,2.0,0.0,0,1,110,0,[2 1],,[1. 0.],1,0.0,[0. 0.],0.6,0.4
110,2.0,111,1,False,2.0,0.0,0,1,111,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
111,2.0,112,1,False,1.0,0.0,1,1,112,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
112,1.0,113,1,False,2.0,1.0,0,1,113,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
113,2.0,114,1,False,2.0,1.0,0,1,114,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
114,2.0,115,1,False,2.0,1.0,0,1,115,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
115,2.0,116,1,False,2.0,1.0,0,1,116,0,[2 1],,[1. 0.],1,0.0,[0. 0.],0.6,0.4
116,2.0,117,1,False,2.0,0.0,0,1,117,0,[2 1],,[1. 0.],1,0.0,[0. 0.],0.6,0.4
117,2.0,118,1,False,2.0,0.0,0,1,118,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
118,2.0,119,1,False,2.0,1.0,0,1,119,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
119,2.0,120,1,False,2.0,1.0,0,1,120,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
120,2.0,121,1,False,2.0,1.0,0,1,121,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
121,2.0,122,1,False,2.0,1.0,0,1,122,0,[2 1],,[1. 0.],1,0.0,[0. 0.],0.6,0.4
122,2.0,123,1,False,2.0,0.0,0,1,123,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
123,2.0,124,1,False,2.0,0.0,0,1,124,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
124,2.0,125,1,False,2.0,1.0,0,1,125,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
125,2.0,126,1,False,2.0,1.0,0,1,126,0,[2 1],,[1. 0.],1,0.0,[0. 0.],0.6,0.4
126,2.0,127,1,False,2.0,0.0,0,1,127,0,[2 1],,[1. 0.],1,0.0,[0. 0.],0.6,0.4
127,2.0,128,1,False,2.0,0.0,0,1,128,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
128,2.0,129,1,False,1.0,0.0,1,1,129,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
129,1.0,130,1,False,2.0,0.0,0,1,130,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
130,2.0,131,1,False,1.0,0.0,1,1,131,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
131,1.0,132,1,False,2.0,1.0,0,1,132,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
132,2.0,133,1,False,2.0,1.0,0,1,133,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
133,2.0,134,1,False,2.0,1.0,0,1,134,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
134,2.0,135,1,False,2.0,1.0,0,1,135,0,[2 1],,[1. 1.],1,0.0,[0. 0.],0.6,0.4
135,2.0,136,1,False,2.0,1.0,0,1,136,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
136,2.0,137,1,False,2.0,0.0,0,1,137,0,[2 1],,[1. 0.],1,0.0,[0. 0.],0.6,0.4
137,2.0,138,1,False,2.0,0.0,0,1,138,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
138,2.0,139,1,False,2.0,0.0,0,1,139,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
139,2.0,140,1,False,1.0,0.0,1,1,140,0,[2 1],,[0. 1.],1,0.0,[0. 0.],0.6,0.4
140,1.0,141,1,False,2.0,1.0,0,1,141,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
141,2.0,142,1,False,2.0,0.0,0,1,142,0,[2 1],,[0. 0.],1,0.0,[0. 0.],0.6,0.4
142,2.0,143,1,False,2.0,0.0,0,1,143,0,[2 1],,[1. 0.],1,0.0,[0. 0.],0.6,0.4
143,2.0,144,1,False,1.0,1.0,1,1,144,0,[2 1],,[1. 0.],0,0.0,[0. 0.],0.6,0.4
144,1.0,145,1,False,1.0,1.0,1,1,145,0,[2 1],,[0. 1.],0,0.0,[0. 0.],0.6,0.4
145,1.0,146,1,False,1.0,0.0,1,1,146,0,[2 1],,[1. 0.],0,0.0,[0. 0.],0.6,0.4
146,1.0,147,1,False,1.0,1.0,1,1,147,0,[2 1],,[0. 0.],0,0.0,[0. 0.],0.6,0.4
147,1.0,148,1,False,1.0,0.0,1,1,148,0,[2 1],,[0. 1.],0,0.0,[0. 0.],0.6,0.4
148,1.0,149,1,False,1.0,0.0,1,1,149,0,[2 1],,[1. 1.],0,0.0,[0. 0.],0.6,0.4
