,is_done,blockID,stage,tot_t,obs,trialID,reward,obs_next,action,t,randomplanet,rewardplanet,highstate,transition,p_ambiguity,p_trans,p_reward_low,p_reward_high
292,False,1,1,293,1.0,293,0.0,1.0,1,0,,[0. 1.],1,[2 1],0.0,[0. 0.],0.5,0.5
293,False,1,1,294,1.0,294,1.0,2.0,0,0,,[1. 0.],1,[2 1],0.0,[0. 0.],0.5,0.5
294,False,1,1,295,2.0,295,0.0,2.0,0,0,,[1. 1.],1,[2 1],0.0,[0. 0.],0.5,0.5
295,False,1,1,296,2.0,296,1.0,2.0,0,0,,[1. 0.],1,[2 1],0.0,[0. 0.],0.5,0.5
296,False,1,1,297,2.0,297,0.0,2.0,0,0,,[1. 0.],1,[2 1],0.0,[0. 0.],0.5,0.5
297,False,1,1,298,2.0,298,1.0,1.0,1,0,,[0. 1.],1,[2 1],0.0,[0. 0.],0.5,0.5
298,False,1,1,299,1.0,299,0.0,1.0,1,0,,[1. 0.],1,[2 1],0.0,[0. 0.],0.5,0.5
299,True,1,1,300,1.0,300,0.0,2.0,0,0,,[0. 1.],1,[2 1],0.0,[0. 0.],0.5,0.5
0,False,1,1,1,2.0,1,0.0,2.0,0,0,,[1. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
1,False,1,1,2,2.0,2,1.0,2.0,0,0,,[0. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
2,False,1,1,3,2.0,3,0.0,1.0,1,0,,[0. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
3,False,1,1,4,1.0,4,1.0,2.0,0,0,,[1. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
4,False,1,1,5,2.0,5,1.0,2.0,0,0,,[0. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
5,False,1,1,6,2.0,6,0.0,2.0,0,0,,[1. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
6,False,1,1,7,2.0,7,0.0,2.0,0,0,,[1. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
7,False,1,1,8,2.0,8,0.0,2.0,0,0,,[0. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
8,False,1,1,9,2.0,9,0.0,1.0,1,0,,[1. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
9,False,1,1,10,1.0,10,0.0,2.0,0,0,,[1. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
10,False,1,1,11,2.0,11,1.0,1.0,1,0,,[1. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
11,False,1,1,12,1.0,12,1.0,1.0,1,0,,[0. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
12,False,1,1,13,1.0,13,0.0,1.0,1,0,,[1. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
13,False,1,1,14,1.0,14,1.0,1.0,1,0,,[1. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
14,False,1,1,15,1.0,15,1.0,1.0,1,0,,[0. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
15,False,1,1,16,1.0,16,0.0,1.0,1,0,,[1. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
16,False,1,1,17,1.0,17,1.0,1.0,1,0,,[0. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
17,False,1,1,18,1.0,18,0.0,1.0,1,0,,[1. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
18,False,1,1,19,1.0,19,1.0,1.0,1,0,,[0. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
19,False,1,1,20,1.0,20,0.0,1.0,1,0,,[0. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
20,False,1,1,21,1.0,21,0.0,1.0,1,0,,[0. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
21,False,1,1,22,1.0,22,0.0,1.0,1,0,,[0. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
22,False,1,1,23,1.0,23,0.0,2.0,0,0,,[0. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
23,False,1,1,24,2.0,24,1.0,2.0,0,0,,[1. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
24,False,1,1,25,2.0,25,0.0,2.0,0,0,,[0. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
25,False,1,1,26,2.0,26,0.0,1.0,1,0,,[0. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
26,False,1,1,27,1.0,27,1.0,2.0,0,0,,[1. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
27,False,1,1,28,2.0,28,0.0,2.0,0,0,,[1. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
28,False,1,1,29,2.0,29,1.0,1.0,1,0,,[1. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
29,False,1,1,30,1.0,30,1.0,1.0,1,0,,[1. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
30,False,1,1,31,1.0,31,1.0,1.0,1,0,,[1. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
31,False,1,1,32,1.0,32,1.0,1.0,1,0,,[1. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
32,False,1,1,33,1.0,33,1.0,1.0,1,0,,[1. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
33,False,1,1,34,1.0,34,1.0,1.0,1,0,,[0. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
34,False,1,1,35,1.0,35,0.0,1.0,1,0,,[1. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
35,False,1,1,36,1.0,36,1.0,1.0,1,0,,[1. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
36,False,1,1,37,1.0,37,1.0,1.0,1,0,,[0. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
37,False,1,1,38,1.0,38,0.0,1.0,1,0,,[1. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
38,False,1,1,39,1.0,39,1.0,1.0,1,0,,[1. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
39,False,1,1,40,1.0,40,1.0,1.0,1,0,,[0. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
40,False,1,1,41,1.0,41,0.0,1.0,1,0,,[0. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
41,False,1,1,42,1.0,42,0.0,1.0,1,0,,[1. 1.],0,[1 2],0.0,[1. 1.],0.5,0.5
42,False,1,1,43,1.0,43,1.0,2.0,1,0,,[0. 1.],0,[1 2],0.0,[1. 1.],0.5,0.5
43,False,1,1,44,2.0,44,0.0,1.0,0,0,,[1. 0.],0,[1 2],0.0,[1. 1.],0.5,0.5
44,False,1,1,45,1.0,45,0.0,2.0,1,0,,[1. 1.],0,[1 2],0.0,[1. 1.],0.5,0.5
45,False,1,1,46,2.0,46,1.0,1.0,0,0,,[1. 0.],0,[1 2],0.0,[1. 1.],0.5,0.5
46,False,1,1,47,1.0,47,0.0,2.0,1,0,,[1. 0.],0,[1 2],0.0,[1. 1.],0.5,0.5
47,False,1,1,48,2.0,48,0.0,2.0,1,0,,[0. 1.],0,[1 2],0.0,[1. 1.],0.5,0.5
48,False,1,1,49,2.0,49,1.0,2.0,1,0,,[0. 1.],0,[1 2],0.0,[1. 1.],0.5,0.5
49,False,1,1,50,2.0,50,1.0,2.0,1,0,,[1. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
50,False,1,1,51,2.0,51,1.0,2.0,1,0,,[0. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
51,False,1,1,52,2.0,52,0.0,2.0,1,0,,[1. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
52,False,1,1,53,2.0,53,0.0,2.0,1,0,,[0. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
53,False,1,1,54,2.0,54,1.0,2.0,1,0,,[0. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
54,False,1,1,55,2.0,55,1.0,2.0,1,0,,[0. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
55,False,1,1,56,2.0,56,0.0,2.0,1,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
56,False,1,1,57,2.0,57,1.0,1.0,1,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
57,False,1,1,58,1.0,58,1.0,1.0,1,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
58,False,1,1,59,1.0,59,0.0,1.0,1,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
59,False,1,1,60,1.0,60,0.0,1.0,1,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
60,False,1,1,61,1.0,61,0.0,1.0,1,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
61,False,1,1,62,1.0,62,0.0,2.0,0,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
62,False,1,1,63,2.0,63,0.0,1.0,1,0,,[0. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
63,False,1,1,64,1.0,64,1.0,2.0,0,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
64,False,1,1,65,2.0,65,0.0,2.0,0,0,,[0. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
65,False,1,1,66,2.0,66,0.0,1.0,1,0,,[0. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
66,False,1,1,67,1.0,67,1.0,2.0,0,0,,[0. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
67,False,1,1,68,2.0,68,1.0,2.0,0,0,,[0. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
68,False,1,1,69,2.0,69,1.0,2.0,0,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
69,False,1,1,70,2.0,70,0.0,2.0,0,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
70,False,1,1,71,2.0,71,0.0,2.0,0,0,,[0. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
71,False,1,1,72,2.0,72,1.0,2.0,0,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
72,False,1,1,73,2.0,73,1.0,2.0,0,0,,[0. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
73,False,1,1,74,2.0,74,1.0,2.0,0,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
74,False,1,1,75,2.0,75,0.0,2.0,0,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
75,False,1,1,76,2.0,76,0.0,2.0,0,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
76,False,1,1,77,2.0,77,1.0,1.0,1,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
77,False,1,1,78,1.0,78,1.0,1.0,1,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
78,False,1,1,79,1.0,79,1.0,1.0,1,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
79,False,1,1,80,1.0,80,1.0,1.0,1,0,,[0. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
80,False,1,1,81,1.0,81,0.0,1.0,1,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
81,False,1,1,82,1.0,82,0.0,1.0,1,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
82,False,1,1,83,1.0,83,1.0,1.0,1,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
83,False,1,1,84,1.0,84,1.0,1.0,1,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
84,False,1,1,85,1.0,85,1.0,1.0,1,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
85,False,1,1,86,1.0,86,1.0,1.0,1,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
86,False,1,1,87,1.0,87,1.0,1.0,1,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
87,False,1,1,88,1.0,88,0.0,1.0,1,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
88,False,1,1,89,1.0,89,0.0,1.0,1,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
89,False,1,1,90,1.0,90,1.0,1.0,1,0,,[1. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
90,False,1,1,91,1.0,91,1.0,1.0,1,0,,[1. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
91,False,1,1,92,1.0,92,1.0,1.0,1,0,,[1. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
92,False,1,1,93,1.0,93,1.0,1.0,1,0,,[0. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
93,False,1,1,94,1.0,94,0.0,1.0,1,0,,[1. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
94,False,1,1,95,1.0,95,1.0,1.0,1,0,,[0. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
95,False,1,1,96,1.0,96,0.0,1.0,1,0,,[1. 0.],0,[2 1],0.0,[1. 1.],0.5,0.5
96,False,1,1,97,1.0,97,1.0,1.0,1,0,,[0. 1.],0,[2 1],0.0,[1. 1.],0.5,0.5
97,False,1,1,98,1.0,98,0.0,1.0,1,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
98,False,1,1,99,1.0,99,0.0,1.0,1,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
99,False,1,1,100,1.0,100,0.0,2.0,0,0,,[0. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
100,False,1,1,101,2.0,101,0.0,1.0,1,0,,[0. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
101,False,1,1,102,1.0,102,1.0,2.0,0,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
102,False,1,1,103,2.0,103,0.0,2.0,0,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
103,False,1,1,104,2.0,104,1.0,1.0,1,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
104,False,1,1,105,1.0,105,1.0,1.0,1,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
105,False,1,1,106,1.0,106,1.0,1.0,1,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
106,False,1,1,107,1.0,107,0.0,1.0,1,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
107,False,1,1,108,1.0,108,1.0,1.0,1,0,,[1. 1.],0,[1 2],0.0,[1. 1.],0.5,0.5
108,False,1,1,109,1.0,109,1.0,2.0,1,0,,[1. 0.],0,[1 2],0.0,[1. 1.],0.5,0.5
109,False,1,1,110,2.0,110,0.0,2.0,1,0,,[0. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
110,False,1,1,111,2.0,111,1.0,2.0,1,0,,[1. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
111,False,1,1,112,2.0,112,0.0,2.0,1,0,,[0. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
112,False,1,1,113,2.0,113,1.0,2.0,1,0,,[1. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
113,False,1,1,114,2.0,114,0.0,2.0,1,0,,[0. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
114,False,1,1,115,2.0,115,1.0,2.0,1,0,,[0. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
115,False,1,1,116,2.0,116,1.0,2.0,1,0,,[0. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
116,False,1,1,117,2.0,117,1.0,2.0,1,0,,[1. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
117,False,1,1,118,2.0,118,1.0,1.0,0,0,,[1. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
118,False,1,1,119,1.0,119,0.0,2.0,1,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
119,False,1,1,120,2.0,120,0.0,1.0,1,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
120,False,1,1,121,1.0,121,1.0,1.0,1,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
121,False,1,1,122,1.0,122,0.0,1.0,1,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
122,False,1,1,123,1.0,123,1.0,1.0,1,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
123,False,1,1,124,1.0,124,1.0,1.0,1,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
124,False,1,1,125,1.0,125,0.0,1.0,1,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
125,False,1,1,126,1.0,126,1.0,1.0,1,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
126,False,1,1,127,1.0,127,1.0,1.0,1,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
127,False,1,1,128,1.0,128,1.0,1.0,1,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
128,False,1,1,129,1.0,129,1.0,1.0,1,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
129,False,1,1,130,1.0,130,1.0,1.0,1,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
130,False,1,1,131,1.0,131,1.0,1.0,1,0,,[1. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
131,False,1,1,132,1.0,132,1.0,2.0,1,0,,[0. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
132,False,1,1,133,2.0,133,0.0,2.0,1,0,,[0. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
133,False,1,1,134,2.0,134,1.0,2.0,1,0,,[0. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
134,False,1,1,135,2.0,135,0.0,2.0,1,0,,[0. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
135,False,1,1,136,2.0,136,1.0,2.0,1,0,,[0. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
136,False,1,1,137,2.0,137,0.0,2.0,1,0,,[0. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
137,False,1,1,138,2.0,138,1.0,2.0,1,0,,[1. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
138,False,1,1,139,2.0,139,1.0,2.0,1,0,,[1. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
139,False,1,1,140,2.0,140,1.0,2.0,1,0,,[0. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
140,False,1,1,141,2.0,141,0.0,1.0,0,0,,[1. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
141,False,1,1,142,1.0,142,1.0,1.0,0,0,,[1. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
142,False,1,1,143,1.0,143,1.0,2.0,1,0,,[1. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
143,False,1,1,144,2.0,144,1.0,1.0,0,0,,[0. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
144,False,1,1,145,1.0,145,0.0,1.0,0,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
145,False,1,1,146,1.0,146,0.0,2.0,0,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
146,False,1,1,147,2.0,147,0.0,2.0,0,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
147,False,1,1,148,2.0,148,1.0,1.0,1,0,,[0. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
148,False,1,1,149,1.0,149,0.0,1.0,1,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
149,False,1,1,150,1.0,150,1.0,1.0,1,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
150,False,1,1,151,1.0,151,0.0,1.0,1,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
151,False,1,1,152,1.0,152,1.0,1.0,1,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
152,False,1,1,153,1.0,153,0.0,1.0,1,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
153,False,1,1,154,1.0,154,1.0,1.0,1,0,,[0. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
154,False,1,1,155,1.0,155,0.0,1.0,1,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
155,False,1,1,156,1.0,156,1.0,1.0,1,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
156,False,1,1,157,1.0,157,1.0,1.0,1,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
157,False,1,1,158,1.0,158,0.0,1.0,1,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
158,False,1,1,159,1.0,159,0.0,1.0,1,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
159,False,1,1,160,1.0,160,1.0,1.0,1,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
160,False,1,1,161,1.0,161,1.0,1.0,1,0,,[0. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
161,False,1,1,162,1.0,162,0.0,1.0,1,0,,[1. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
162,False,1,1,163,1.0,163,1.0,2.0,1,0,,[0. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
163,False,1,1,164,2.0,164,0.0,2.0,1,0,,[1. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
164,False,1,1,165,2.0,165,1.0,2.0,1,0,,[1. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
165,False,1,1,166,2.0,166,0.0,2.0,1,0,,[0. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
166,False,1,1,167,2.0,167,0.0,2.0,1,0,,[1. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
167,False,1,1,168,2.0,168,0.0,2.0,1,0,,[1. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
168,False,1,1,169,2.0,169,1.0,2.0,1,0,,[0. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
169,False,1,1,170,2.0,170,1.0,2.0,1,0,,[0. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
170,False,1,1,171,2.0,171,0.0,2.0,1,0,,[1. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
171,False,1,1,172,2.0,172,1.0,2.0,1,0,,[1. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
172,False,1,1,173,2.0,173,1.0,1.0,0,0,,[0. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
173,False,1,1,174,1.0,174,1.0,2.0,1,0,,[0. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
174,False,1,1,175,2.0,175,0.0,1.0,0,0,,[0. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
175,False,1,1,176,1.0,176,0.0,1.0,0,0,,[0. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
176,False,1,1,177,1.0,177,0.0,1.0,0,0,,[0. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
177,False,1,1,178,1.0,178,0.0,1.0,0,0,,[1. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
178,False,1,1,179,1.0,179,0.0,2.0,1,0,,[0. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
179,False,1,1,180,2.0,180,0.0,1.0,0,0,,[1. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
180,False,1,1,181,1.0,181,1.0,2.0,1,0,,[1. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
181,False,1,1,182,2.0,182,1.0,2.0,1,0,,[1. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
182,False,1,1,183,2.0,183,1.0,2.0,1,0,,[1. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
183,False,1,1,184,2.0,184,0.0,2.0,1,0,,[0. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
184,False,1,1,185,2.0,185,0.0,2.0,1,0,,[0. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
185,False,1,1,186,2.0,186,1.0,2.0,1,0,,[0. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
186,False,1,1,187,2.0,187,1.0,2.0,1,0,,[1. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
187,False,1,1,188,2.0,188,0.0,2.0,1,0,,[0. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
188,False,1,1,189,2.0,189,1.0,2.0,1,0,,[0. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
189,False,1,1,190,2.0,190,0.0,2.0,1,0,,[1. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
190,False,1,1,191,2.0,191,1.0,2.0,1,0,,[1. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
191,False,1,1,192,2.0,192,0.0,2.0,1,0,,[0. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
192,False,1,1,193,2.0,193,0.0,2.0,1,0,,[1. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
193,False,1,1,194,2.0,194,1.0,1.0,0,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
194,False,1,1,195,1.0,195,0.0,2.0,0,0,,[0. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
195,False,1,1,196,2.0,196,1.0,2.0,0,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
196,False,1,1,197,2.0,197,0.0,2.0,0,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
197,False,1,1,198,2.0,198,0.0,2.0,0,0,,[0. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
198,False,1,1,199,2.0,199,1.0,2.0,0,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
199,False,1,1,200,2.0,200,1.0,2.0,0,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
200,False,1,1,201,2.0,201,0.0,2.0,0,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
201,False,1,1,202,2.0,202,1.0,2.0,0,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
202,False,1,1,203,2.0,203,1.0,2.0,0,0,,[0. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
203,False,1,1,204,2.0,204,1.0,2.0,0,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
204,False,1,1,205,2.0,205,1.0,2.0,0,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
205,False,1,1,206,2.0,206,1.0,2.0,0,0,,[0. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
206,False,1,1,207,2.0,207,1.0,2.0,0,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
207,False,1,1,208,2.0,208,0.0,2.0,0,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
208,False,1,1,209,2.0,209,0.0,2.0,0,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
209,False,1,1,210,2.0,210,0.0,2.0,0,0,,[0. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
210,False,1,1,211,2.0,211,0.0,1.0,1,0,,[1. 1.],1,[2 1],0.0,[1. 1.],0.5,0.5
211,False,1,1,212,1.0,212,1.0,2.0,0,0,,[1. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
212,False,1,1,213,2.0,213,0.0,2.0,0,0,,[0. 0.],1,[2 1],0.0,[1. 1.],0.5,0.5
213,False,1,1,214,2.0,214,0.0,2.0,0,0,,[1. 0.],1,[1 2],0.0,[1. 1.],0.5,0.5
214,False,1,1,215,2.0,215,0.0,2.0,1,0,,[0. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
215,False,1,1,216,2.0,216,1.0,2.0,1,0,,[1. 1.],1,[1 2],0.0,[1. 1.],0.5,0.5
